"SERIES_CODE","COUNTRY.ID","COUNTRY","INDICATOR.ID","INDICATOR","SCALE.ID","SCALE","UNIT.ID","UNIT","COUNTRY_UPDATE_DATE","METHODOLOGY","METHODOLOGY_NOTES","KEY_INDICATOR","SERIES_NAME","LATEST_ACTUAL_ANNUAL_DATA","HISTORICAL_DATA_SOURCE","BASE_YEAR","START_END_MONTHS_OF_REPORTING_YEAR","CHAIN_WEIGHTED","PRIMARY_DOMESTIC_CURRENCY","X1980","X1981","X1982","X1983","X1984","X1985","X1986","X1987","X1988","X1989","X1990","X1991","X1992","X1993","X1994","X1995","X1996","X1997","X1998","X1999","X2000","X2001","X2002","X2003","X2004","X2005","X2006","X2007","X2008","X2009","X2010","X2011","X2012","X2013","X2014","X2015","X2016","X2017","X2018","X2019","X2020","X2021","X2022","X2023","X2024","X2025","X2026","X2027","X2028","X2029","X2030"
"SAU.NGDP_R.A","SAU","Saudi Arabia","NGDP_R","Gross domestic product (GDP), Constant prices, Domestic currency",9,"Billions","XDC","Domestic currency","9/26/2025","System of National Accounts (SNA) 2008","Historical data source: General Authority for Statistics, Kingdom of Saudi Arabia (GSTAT).","true","Gross domestic product (GDP), Constant prices, Domestic currency","2024","National Statistics Office","2023","January/December","Yes, from 2024","Saudi riyal",1858.389,1913.82,1605.521,1429.019,1371.751,1272.823,1285.655,1245.375,1327.574,1333.086,1458.744,1578.664,1650.976,1657.247,1673.04,1678.255,1733.716,1779.613,1829.51,1817.922,1903.694,1910.254,1897.104,2063.456,2241.553,2374.811,2453.5,2507.812,2664.249,2635.829,2768.662,3094.225,3272.499,3368.897,3504.483,3667.621,3730.12,3774.213,3896.005,3960.35,3809.668,4058.043,4545.032,4569.693,4660.927,4848.341,5041.228,5205.06,5378.597,5556.117,5738.727
"SAU.NGDPRPC.A","SAU","Saudi Arabia","NGDPRPC","Gross domestic product (GDP), Constant prices, Per capita, Domestic currency",0,"Units","XDC","Domestic currency","9/26/2025","System of National Accounts (SNA) 2008","Historical data source: General Authority for Statistics, Kingdom of Saudi Arabia (GSTAT).","true","Gross domestic product (GDP), Constant prices, Per capita, Domestic currency","2024","National Statistics Office","2023","January/December","Yes, from 2024","Saudi riyal",220732.416,216482.292,172953.434,146603.054,134020.789,118428.641,113921.311,105092.691,106689.82,102026.804,106322.949,109310.339,111459.454,109085.747,107372.164,105014.181,105772.452,105858.272,106105.68,102797.773,104956.712,102685.426,99429.086,105444.064,111681.323,115362.646,116205.54,115808.48,119956.784,115710.255,115464.416,123315.854,125053.169,121955.42,123792.759,123006.909,120504.495,121837.807,129022.677,131731.522,120740.569,131821.482,141258.752,135588.211,132036.545,134652.616,137264.387,138946.338,140763.542,142558.264,144356.508
"SAU.NGDPRPPPPC.A","SAU","Saudi Arabia","NGDPRPPPPC","Gross domestic product (GDP), Constant prices, Per capita, purchasing power parity (PPP) international dollar, ICP benchmark 2021",0,"Units","","","9/26/2025","System of National Accounts (SNA) 2008","Historical data source: General Authority for Statistics, Kingdom of Saudi Arabia (GSTAT).","","Gross domestic product (GDP), Constant prices, Per capita, purchasing power parity (PPP) international dollar, ICP benchmark 2021","2024","National Statistics Office","2023","January/December","Yes, from 2024","Saudi riyal",104973.973,102952.737,82251.667,69720.186,63736.424,56321.247,54177.691,49979.054,50738.603,48521.007,50564.129,51984.846,53006.903,51878.036,51063.106,49941.717,50302.329,50343.142,50460.802,48887.657,49914.387,48834.228,47285.607,50146.157,53112.418,54863.148,55264.005,55075.175,57047.988,55028.461,54911.548,58645.465,59471.682,57998.482,58872.267,58498.54,57308.464,57942.548,61359.465,62647.714,57420.734,62690.497,67178.59,64481.844,62792.774,64036.902,65278.985,66078.873,66943.083,67796.601,68651.794
"SEN.NGDP_R.A","SEN","Senegal","NGDP_R","Gross domestic product (GDP), Constant prices, Domestic currency",9,"Billions","XDC","Domestic currency","9/12/2025","System of National Accounts (SNA) 2008","","true","Gross domestic product (GDP), Constant prices, Domestic currency","2024","National Statistics Office","2014","January/December","No","CFA franc",3483.268,3659.852,3946.897,3736.67,3876.637,4003.925,4128.581,4380.192,4354.242,4527.448,4496.859,4611.79,4669.099,4730.327,4719.529,5007.088,5100.907,5239.494,5552.405,5884.309,6113.045,6376.569,6380.95,6737.897,7050.757,7354.662,7526.082,7738.853,8025.436,8246.304,8525.928,8639.671,8985.517,9202.282,9775.039,10397.42,11058.287,11877.428,12614.926,13196.95,13374.045,14248.664,14818.359,15455.549,16445.155,17424.458,17945.466,18532.586,19232.928,20014.894,20938.092
"SEN.NGDPRPC.A","SEN","Senegal","NGDPRPC","Gross domestic product (GDP), Constant prices, Per capita, Domestic currency",0,"Units","XDC","Domestic currency","9/12/2025","System of National Accounts (SNA) 2008","","true","Gross domestic product (GDP), Constant prices, Per capita, Domestic currency","2024","National Statistics Office","2014","January/December","No","CFA franc",616688.298,630733.372,661530.849,608624.212,613234.097,614863.102,615221.715,633184.991,610655.101,616339.457,594731.414,593095.792,584361.212,574993.434,557793.628,576179.377,572307.939,573821.583,593981.34,614952.805,623924.547,635363.128,620491.979,639180.004,652238.77,663172.234,661210.87,662171.783,668524.503,668523.954,672490.248,662865.925,670461.389,667682.171,689609.757,713204.765,737538.054,770293.505,795677.342,809809.576,798739.886,828228.17,838318.878,850994.632,881279.441,908799.748,910955.002,915611.973,924813.395,936688.669,953701.239
"SEN.NGDPRPPPPC.A","SEN","Senegal","NGDPRPPPPC","Gross domestic product (GDP), Constant prices, Per capita, purchasing power parity (PPP) international dollar, ICP benchmark 2021",0,"Units","","","9/12/2025","System of National Accounts (SNA) 2008","","","Gross domestic product (GDP), Constant prices, Per capita, purchasing power parity (PPP) international dollar, ICP benchmark 2021","2024","National Statistics Office","2014","January/December","No","CFA franc",3116.218,3187.19,3342.814,3075.469,3098.763,3106.995,3108.807,3199.578,3085.731,3114.455,3005.267,2997.002,2952.864,2905.528,2818.614,2911.52,2891.957,2899.606,3001.476,3107.448,3152.784,3210.585,3135.439,3229.872,3295.86,3351.108,3341.197,3346.053,3378.154,3378.151,3398.194,3349.56,3387.941,3373.898,3484.701,3603.93,3726.89,3892.408,4020.676,4092.089,4036.152,4185.161,4236.15,4300.203,4453.237,4592.301,4603.192,4626.724,4673.22,4733.228,4819.195
"SRB.NGDP_R.A","SRB","Serbia, Republic of","NGDP_R","Gross domestic product (GDP), Constant prices, Domestic currency",9,"Billions","XDC","Domestic currency","9/11/2025","European System of Accounts (ESA) 2010","The country in its current form has been in existence since 1992. Official data are only available from 1999 onward. The data prior to 1992 is presumably for the former SFR Yugoslavia. Metadata analysis available through the statistics office. Historical data source: Statistical Office of the Republic of Serbia.","true","Gross domestic product (GDP), Constant prices, Domestic currency","2024","National Statistics Office","2021","January/December","Yes, from 2021","Serbian dinar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3425.253,3608.252,3235.682,3431.605,3664.217,3903.895,4081.901,4354.852,4611.941,4791.837,5167.137,5433.807,5263.044,5347.83,5350.733,5326.978,5351.033,5254.486,5322.571,5480.928,5610.463,5871.314,6150.213,6091.785,6576.024,6749.038,7008.706,7280.504,7453.487,7724.601,8082.243,8391.722,8726.272,9075.323
"SRB.NGDPRPC.A","SRB","Serbia, Republic of","NGDPRPC","Gross domestic product (GDP), Constant prices, Per capita, Domestic currency",0,"Units","XDC","Domestic currency","9/11/2025","European System of Accounts (ESA) 2010","The country in its current form has been in existence since 1992. Official data are only available from 1999 onward. The data prior to 1992 is presumably for the former SFR Yugoslavia. Metadata analysis available through the statistics office. Historical data source: Statistical Office of the Republic of Serbia.","true","Gross domestic product (GDP), Constant prices, Per capita, Domestic currency","2024","National Statistics Office","2021","January/December","Yes, from 2021","Serbian dinar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,429112.656,456552.293,488338.738,520517.209,545665.536,583513.384,619820.424,646534.749,700004.294,739271.195,718915.824,733439.915,739406.972,739704.217,746667.638,736769.915,750145.623,776519.901,799113.641,840848.701,885529.878,882979.177,962205.198,1012692.617,1058208.07,1107096.508,1141495.728,1191466.082,1255533.485,1313411.065,1376041.513,1441843.369
"SRB.NGDPRPPPPC.A","SRB","Serbia, Republic of","NGDPRPPPPC","Gross domestic product (GDP), Constant prices, Per capita, purchasing power parity (PPP) international dollar, ICP benchmark 2021",0,"Units","","","9/11/2025","European System of Accounts (ESA) 2010","The country in its current form has been in existence since 1992. Official data are only available from 1999 onward. The data prior to 1992 is presumably for the former SFR Yugoslavia. Metadata analysis available through the statistics office. Historical data source: Statistical Office of the Republic of Serbia.","","Gross domestic product (GDP), Constant prices, Per capita, purchasing power parity (PPP) international dollar, ICP benchmark 2021","2024","National Statistics Office","2021","January/December","Yes, from 2021","Serbian dinar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10555.914,11230.913,12012.84,12804.411,13423.045,14354.079,15247.211,15904.367,17219.686,18185.628,17684.898,18042.182,18188.968,18196.28,18367.576,18124.098,18453.132,19101.924,19657.716,20684.374,21783.504,21720.758,23669.671,24911.631,26031.284,27233.91,28080.11,29309.351,30885.371,32309.124,33849.796,35468.482
"SYC.NGDP_R.A","SYC","Seychelles","NGDP_R","Gross domestic product (GDP), Constant prices, Domestic currency",9,"Billions","XDC","Domestic currency","9/18/2025","System of National Accounts (SNA) 2008","","true","Gross domestic product (GDP), Constant prices, Domestic currency","2023","National Statistics Office","2014","January/December","No","Seychelles rupee",5.342,5.135,5.029,4.998,5.213,5.75,5.793,6.076,6.399,7.058,7.584,7.793,8.352,8.962,8.744,8.786,9.665,10.843,11.111,11.319,11.8,11.532,11.672,10.985,10.672,11.633,12.727,14.053,13.758,13.608,14.468,15.29,15.874,16.891,17.688,19.264,21.599,23.101,24.242,25.578,22.575,22.7,25.585,26.163,26.935,27.986,28.882,29.855,30.879,31.947,33.059
"SYC.NGDPRPC.A","SYC","Seychelles","NGDPRPC","Gross domestic product (GDP), Constant prices, Per capita, Domestic currency",0,"Units","XDC","Domestic currency","9/18/2025","System of National Accounts (SNA) 2008","","true","Gross domestic product (GDP), Constant prices, Per capita, Domestic currency","2023","National Statistics Office","2014","January/December","No","Seychelles rupee",84447.708,80192.694,78070.989,77683.958,80550.454,88124.499,88244.131,88699.195,93075.828,102037.846,109108.192,110636.548,118029.653,124038.027,117832.375,116675.896,126471.824,140238.024,140915.328,140761.114,145443.835,142016.286,141095.83,132696.3,129392.151,140403.105,150435.73,165261.794,158220.359,155874.698,161164.28,174862.126,179769.892,187781.042,193604.362,206819.548,230270.994,244577.755,253844.272,265306.321,232225.256,231523.109,258649.145,262158.439,267504.725,275493.75,281800.413,288726.284,295994.079,303532.834,311323.766
"SYC.NGDPRPPPPC.A","SYC","Seychelles","NGDPRPPPPC","Gross domestic product (GDP), Constant prices, Per capita, purchasing power parity (PPP) international dollar, ICP benchmark 2021",0,"Units","","","9/18/2025","System of National Accounts (SNA) 2008","","","Gross domestic product (GDP), Constant prices, Per capita, purchasing power parity (PPP) international dollar, ICP benchmark 2021","2023","National Statistics Office","2014","January/December","No","Seychelles rupee",11070.337,10512.542,10234.406,10183.67,10559.442,11552.331,11568.014,11627.668,12201.406,13376.246,14303.105,14503.458,15472.628,16260.272,15446.767,15295.163,16579.321,18383.946,18472.735,18452.519,19066.381,18617.06,18496.397,17395.294,16962.15,18405.587,19720.774,21664.338,20741.269,20433.774,21127.191,22922.855,23566.219,24616.409,25379.794,27112.187,30186.461,32061.949,33276.706,34779.278,30442.647,30350.602,33906.582,34366.619,35067.469,36114.758,36941.505,37849.424,38802.167,39790.43,40811.752
"SLE.NGDP_R.A","SLE","Sierra Leone","NGDP_R","Gross domestic product (GDP), Constant prices, Domestic currency",9,"Billions","XDC","Domestic currency","9/25/2025","System of National Accounts (SNA) 2008","Sierra Leone redenominated its currency on July 1, 2022, but local currency data are expressed in the old leone for the October 2022 WEO.","true","Gross domestic product (GDP), Constant prices, Domestic currency","2024","National Statistics Office","2018","January/December","Yes, from 2010","Sierra Leonean leone",32002.688,32603.81,33184.107,32661.202,33216.347,30977.427,31018.458,31757.381,32410.975,34015.91,34563.84,31801.325,28733.675,28749.278,29755.501,26772.512,20136.499,16593.308,16454.349,15117.964,15693.548,18545.056,23445.66,25861.401,27881.042,29754.857,31121.794,32282.944,33524.88,33965.102,37387.789,40045.471,42746.725,46777.057,46486.105,45053.102,47159.451,49017.977,50687.211,53476.381,52806.135,55920.035,58891.377,62254.087,65009,67861.807,71168.54,74532.087,77921.771,81484.244,85220.309
"SLE.NGDPRPC.A","SLE","Sierra Leone","NGDPRPC","Gross domestic product (GDP), Constant prices, Per capita, Domestic currency",0,"Units","XDC","Domestic currency","9/25/2025","System of National Accounts (SNA) 2008","Sierra Leone redenominated its currency on July 1, 2022, but local currency data are expressed in the old leone for the October 2022 WEO.","true","Gross domestic product (GDP), Constant prices, Per capita, Domestic currency","2024","National Statistics Office","2018","January/December","Yes, from 2010","Sierra Leonean leone",9021999.76,8971309.894,8943544.952,8600836.505,8697185.117,7952364.512,7788845.021,7803816.265,7797631.259,7995383.221,8001329.606,7312902.04,6608900.474,6641155.785,6904188.933,6220441.361,4669153.45,3827486.856,3755429.242,3387871.736,3423122.47,3900878.207,4716074.987,4994778.808,5205846.719,5408290.493,5533288.713,5615057.884,5687270.743,5608832.185,6008276.931,6269593.998,6525141.593,6967039.238,6760253.357,6401720.726,6545080.394,6642633.309,6709482.842,6916249.73,6673712.224,6908311.859,7115228.928,7358193.819,7522429.357,7694010.556,7906024.074,8112525.705,8310254.811,8514749.705,8725374.499
"SLE.NGDPRPPPPC.A","SLE","Sierra Leone","NGDPRPPPPC","Gross domestic product (GDP), Constant prices, Per capita, purchasing power parity (PPP) international dollar, ICP benchmark 2021",0,"Units","","","9/25/2025","System of National Accounts (SNA) 2008","Sierra Leone redenominated its currency on July 1, 2022, but local currency data are expressed in the old leone for the October 2022 WEO.","","Gross domestic product (GDP), Constant prices, Per capita, purchasing power parity (PPP) international dollar, ICP benchmark 2021","2024","National Statistics Office","2018","January/December","Yes, from 2010","Sierra Leonean leone",3720.305,3699.402,3687.953,3546.634,3586.364,3279.231,3211.802,3217.975,3215.425,3296.97,3299.422,3015.542,2725.241,2738.542,2847.006,2565.056,1925.368,1578.299,1548.586,1397.02,1411.556,1608.563,1944.717,2059.643,2146.679,2230.158,2281.703,2315.421,2345.198,2312.854,2477.568,2585.325,2690.702,2872.923,2787.653,2639.808,2698.924,2739.151,2766.717,2851.979,2751.967,2848.706,2934.03,3034.219,3101.943,3172.696,3260.122,3345.275,3426.81,3511.135,3597.988
"SGP.NGDP_R.A","SGP","Singapore","NGDP_R","Gross domestic product (GDP), Constant prices, Domestic currency",9,"Billions","XDC","Domestic currency","9/26/2025","System of National Accounts (SNA) 2008","","true","Gross domestic product (GDP), Constant prices, Domestic currency","2024","National Statistics Office","2015","January/December","Yes, from 2015","Singapore dollar",46.31,51.318,54.963,59.665,64.911,64.507,65.373,72.432,80.59,88.777,97.496,104.017,110.923,123.635,137.353,147.208,158.207,171.364,167.609,177.193,193.209,191.14,198.639,207.673,228.316,245.135,267.213,291.32,296.749,297.128,340.271,361.418,377.449,395.633,411.203,423.444,439.313,458.981,474.825,481.035,462.685,507.829,528.69,538.32,561.941,574.453,584.927,599.478,614.62,629.895,645.688
"SGP.NGDPRPC.A","SGP","Singapore","NGDPRPC","Gross domestic product (GDP), Constant prices, Per capita, Domestic currency",0,"Units","XDC","Domestic currency","9/26/2025","System of National Accounts (SNA) 2008","","true","Gross domestic product (GDP), Constant prices, Per capita, Domestic currency","2024","National Statistics Office","2015","January/December","Yes, from 2015","Singapore dollar",19184.157,20261.209,20768.451,22254.175,23757.485,23577.308,23916.494,26103.462,28315.862,30290.003,31995.89,33178.26,34334.097,37312.685,40172.762,41767.045,43099.825,45142.725,42678.841,44760.242,47967.756,46191.19,47567.332,50469.546,54795.899,57465.606,60711.461,63487.788,61319.367,59573.745,67025.539,69722.233,71050.066,73276.76,75178.089,76502.971,78346.857,81781.88,84208.509,84339.367,81375.485,93118.631,93788.919,90968.54,93085.048,94524.788,95562.847,97169.985,98800.909,100542.93,102265.589
